Key,Id,Shared Comments,English (United States)(en-US),English (United States)(en-US) Comments,Korean (South Korea)(ko-KR),Korean (South Korea)(ko-KR) Comments
self_assessment_answer_0,,,None,,없음,
self_assessment_answer_1,,,2-3 days or more,,"2,3일 이상",
self_assessment_answer_2,,,7 days or more,,7일 이상,
self_assessment_answer_3,,,Almost every day,,거의 매일,
ui_submit,,,Submit,,확인하기,
self_assessment_result_title,,,<size=60><b>{0}</b></size> checked a total of <size=60><color=#FE9E02><u>{1} items</u></color></size>.,,<size=60><b>{0}</b></size>님은\n 총 <b><size=60><color=#FE9E02><u>{1}개</u></color></size></b> 체크를 하셨네요.,
self_assessment_result_description_1,,,"If, over a period of more than two weeks, five or more items—including item 1 or 2—apply, you should consider “Major Depressive Disorder.”",,2주 이상의 기간동안\n1번 또는 2번 항목을 포함해서\n5개 이상 해당할 경우\n'주요우울장애'를 고려해야 합니다.,
self_assessment_result_description_2,,,"Regardless of which items apply, if you are struggling with depressed feelings, you need to consult a psychiatrist.",,항목에 상관없이 우울한 감정으로\n힘이 든다면 정신과 의사 선생님과\n상담이 필요합니다.,
management_title_1,,,Treatment,,치료,
management_title_2,,,Prevention,,예방,
management_description_1_1,,,Depression treatment varies by patient and may involve medication and counseling.,,우울증 치료는 환자에 따라\n약물 및 상담치료를 진행하게 됩니다.,
management_description_1_2,,,Medication does not take effect immediately.,,약물치료는 약제 복용 후\n효과가 바로 나타나지 않습니다.,
management_description_1_3,,,It is important to take it consistently for 2–3 weeks.,,2-3주 꾸준히 복용하는 것이 중요합니다.,
management_description_1_4,,,"If taking medication is difficult, ask those around you for help.",,"약제 복용이 힘들다면, 주변 사람들에게\n도움을 요청하세요.",
management_description_2_1,,,"If you have taken medication consistently but see no improvement, revisit the hospital for a consultation with your doctor.",,약제를 꾸준히 복용했는데도\n증상에 호전이 없다면\n다시 병원을 방문하여\n의사 선생님의 진료가 필요합니다.,
management_description_2_2,,,Don’t give up on treatment just because a medication doesn’t work—what works best differs from person to person.,,약을 먹어도 효과가 없다고\n치료를 포기하지 마세요.\n사람마다 효과가 좋은 치료법이\n다른 것입니다.,
management_description_2_3,,,Depression can last longer than expected and may improve only to relapse again.,,우울증은 생각보다\n오래 지속될 수 있습니다.\n또한 증상이 좋아졌다가\n다시 재발할 수 있습니다.,
management_description_3_1,,,"For patients with frequent relapses or chronic depression, doctors may continue preventive medication even after symptoms improve.",,자주 재발하거나\n만성적으로 진행한 우울증 환자의 경우\n증상이 호전되어도 예방적으로\n약재를 사용하기도 합니다.,
management_description_3_2,,,Using a small preventive dose of medication can reduce the frequency of depressive episodes and lessen their severity if they occur.,a,예방적으로 소량 약제를 사용하는 경우\n우울 증상 발생 빈도를 줄이고 발생해도\n약하게 나타나는 효과가 있습니다.,
management_title_description,,,<size=54><b>Therapies beyond medication are also provided.</b></size>,,<size=54><b>약물 이외의 치료도 진행합니다.</b></size>,
management_sub_title_1,,,<size=54><b>- Cognitive Behavioral Therapy -</b></size>,,<size=54><b>- 인지행동치료 -</b></size>,
management_sub_title_2,,,<size=54><b>- Interpersonal Therapy -</b></size>,, <size=54><b>- 대인관계치료 -</b></size>,
management_sub_title_3,,,<size=54><b>- Reminiscence Therapy -</b></size>,,<size=54><b>- 회상치료 -</b></size>,
management_description_4_1,,,It is a method of recognizing one’s own faulty thoughts and behaviors\nand inducing therapeutic change.,,'나'의 잘못된 생각과 행동을 알고\n치료적 변화를 유도하는 방법입니다.,
management_description_5_1,,,This is a method to improve communication skills to overcome lost social relationships\nand alleviate symptoms through new role relationships.,,잃어버린 사회적 관계를\n극복하기 위해 의사소통 기술을 올리고\n새로운 역할 관계를 통해\n증상을 완화하는 방법입니다.,
management_description_6_1,,,This is a method of reflecting on one’s past life\nand resolving past or personal conflicts.,,'나'의 지난 삶을 돌아보면서\n과거 또는 개인의 갈등을\n해결하는 방법입니다.,
management_description_7_1,,,"To prevent depression in daily life,\nthe most important thing is <size=54><b>'activity'</b></size>.",,우울증을 생활에서 예방하기 위해\n가장 중요한 것은 <size=54><b>'활동'</b></size>입니다.,
management_description_7_2,,,It is important to meet people often\nand form relationships.,,자주 사람들을 만나고\n관계를 형성하는 것이 중요합니다.,
management_description_7_3,,,"Even if your body feels burdened, if you meet people and stay active,\nyou can prevent depression and restore your physical health.",,몸이 힘들더라도 사람들과 만나고\n활동을 한다면 우울증도 예방하고\n몸의 건강도 회복할 수 있습니다.,
management_description_8_1,,,"To prevent depression,\nstress management is also important.",,우울증을 예방하기 위해서\n스트레스 관리도 중요합니다.,
management_description_8_2,,,It is necessary to relieve stress\nthrough healthy hobbies.,,건전한 취미생활을 통해\n스트레스를 해소하는 것이 필요합니다.,
management_description_8_3,,,"Start with something easy, such as a light walk in front of your house, playing Go, or reading.",,"집 앞에 가벼운 산책, 바둑, 독서와 같이\n쉽게 할 수 있는 것부터 시작해보세요.",
management_description_9_1,,,Try talking first to family and friends about difficult issues.,,가족과 친구에게 어려운 일들을\n먼저 이야기 해보세요.,
management_description_9_2,,,You can gain strength\njust by talking.,,이야기 만으로도\n힘을 얻을 수 있습니다.,
management_description_9_3,,,"If it's hard to seek help from those around you,\ncontact the counseling centers below.",,주변에 도움을 청하기 어렵다면\n아래 상담센터에 연락해보세요.,
management_buttons_9_1,,,Health and Welfare Counseling Center\n129,,보건복지상담센터\n129 ,
management_buttons_9_2,,,Mental Health Crisis Counseling\n1577-0199,,정신건강 위기상담\n1577-0199,
management_buttons_9_3,,,Veterans Counseling Center\n1577-0606,,보훈상담센터\n1577-0606,
meditation_technicque_1_title_1,,,Practice: Raisin Meditation,,실습 : 건포도 명상,
meditation_technicque_1_title_2,,,Start Meditation,,명상 시작하기,
meditation_technicque_1_description_1_1,,,"As a way to prevent and manage depression,\n<b>meditation</b> is available.",,우울증을 예방하고\n관리하기 위한 방법으로\n<b>명상</b>이 있습니다.,
meditation_technicque_1_description_1_2,,,<b>How can we reduce mental pain\nand suffering?</b>,,<b>마음의 고통과\n괴로움을 줄이기 위해서는?</b>,
meditation_technicque_1_description_1_3,,,<b>Bring your mind to the 'here-and-now'</b>.,,<b>'지금-여기'</b>로 마음을 가져와야 합니다.,
meditation_technicque_1_description_1_4,,,<b>Focus on the present experience</b> and\nnotice it just as it is.,,<b>현재의 경험에 집중</b>하여\n있는 그대로 알아차리는 것,
meditation_technicque_1_description_1_5,,,This is <size=54><b><color=#FE9E02>'mindfulness'</color></b></size>.,,이것이 바로 <size=54><b><color=#FE9E02>'마음챙김'</color></b></size>입니다.,
meditation_technicque_1_description_2_1,,,Simple materials are needed for practice.,,실습을 위해 간단한 준비물이 필요합니다.,
meditation_technicque_1_description_2_2,,,<size=54><b>A few raisins</b></size>,,<size=54><b>건포도 몇 알</b></size>,
meditation_technicque_1_description_2_3,,,"If you are allergic to raisins or\nhave difficulty preparing them,\nany other food such as dried fruit, nuts, or chocolate is fine.",,"만약 건포도 알레르기가 있거나\n준비하는데 어려움이 있다면,\n말린 과일이나 견과류, 초콜릿 등\n다른 어떤 음식도 좋습니다.",
meditation_technicque_play_guide,,,Press the play button to start the meditation.,,재생 버튼을 눌러 명상을 시작하세요.,
meditation_technicque_2_titles,,,Practice: Walking Mindfulness,,실습 : 걷기 마음챙김,
meditation_technicque_2_description_1_1,,,"Even in daily life,\nbeing aware of the sensations of the moment\nand staying present\n<b>'moving meditation'</b>",,일상생활 속에서도\n이 순간의 감각을 지각하며\n현재에 머물 수 있는\n<b>'움직이면서 하는 명상'</b>,
meditation_technicque_2_description_1_2,,,This is <size=54><b>'Walking Mindfulness'</b></size>.,,이것이 바로 <size=54><b>'걷기 마음챙김'</b></size>입니다.,
admin_page_title,,,Select Users,,사용자 선택,
admin_page_sub_title,,,Please select the users who will be using SmarCare.,,스마케어를 이용하실 사용자를 선택해 주시기 바랍니다.,
admin_page_search_placeholder,,,Full name or 4 digits of birth date,,성명 또는 생년 4자리,
adming_page_search_btn_label,,,Search,,검색,
admin_page_user,,,User,,사용자,
admin_password_info_0,,,•  Keep your passwords safe.,,•  비밀번호를 안전하게 보관합시다.,
admin_password_info_1,,,•  Please enter the correct password.,,•  정확한 비밀번호를 입력해 주세요.,
